open,high,low,close,tick_volume,year,month,day
13.3,13.49,12.75,13.25,63629,2012,12,17
13.25,13.4,13.11,13.3,23218,2012,12,18
13.3,13.6,13.2,13.6,38805,2012,12,19
13.6,13.72,13.33,13.53,32977,2012,12,20
13.53,13.61,13.42,13.5,25328,2012,12,21
13.31,13.45,13.21,13.38,16702,2012,12,24
13.38,13.43,13.14,13.35,19958,2012,12,25
13.35,13.47,13.2,13.47,15839,2012,12,26
13.46,13.47,13.25,13.42,19819,2012,12,27
13.44,13.65,13.34,13.42,23810,2012,12,28
13.45,13.56,13.37,13.51,16047,2012,12,31
13.51,13.56,13.16,13.3,30882,2013,1,1
13.36,13.4,13.17,13.28,17966,2013,1,2
13.28,13.46,13.25,13.4,18606,2013,1,3
13.43,13.52,13.28,13.5,29639,2013,1,4
13.45,13.59,13.4,13.58,34940,2013,1,7
13.55,13.88,13.5,13.74,42795,2013,1,8
13.74,13.86,13.62,13.77,28603,2013,1,9
13.77,14.32,13.77,14.14,51808,2013,1,10
14.13,14.35,13.91,14.14,40430,2013,1,11
14.19,14.35,14.11,14.3,22094,2013,1,14
14.35,14.48,13.99,14.25,51570,2013,1,15
14.3,14.73,14.21,14.73,45534,2013,1,16
14.73,15.7,14.63,15.5,65486,2013,1,17
15.5,15.99,15.41,15.71,56094,2013,1,18
15.7,16.98,15.63,16.8,61499,2013,1,21
16.8,17.59,16.65,17.26,60973,2013,1,22
17.26,17.59,16.8,17.5,49436,2013,1,23
17.53,19.19,15.61,16.9,172016,2013,1,24
16.9,17.8,15.39,17.4,98773,2013,1,25
17.82,18.88,17.75,18.72,73703,2013,1,28
18.72,19.8,18.7,19.52,107617,2013,1,29
19.53,19.8,19.15,19.71,105246,2013,1,30
19.7,21.43,19.51,20.41,104198,2013,1,31
20.51,21.13,20.3,20.5,58381,2013,2,1
20.6,21.05,19.85,20.43,90466,2013,2,4
20.43,20.79,20.2,20.6,134267,2013,2,5
20.66,21.33,20.6,21.18,153011,2013,2,6
21.11,22.22,20.77,22.15,202127,2013,2,7
22.15,22.77,22,22.66,50649,2013,2,8
23.97,24.68,23.65,24.65,125986,2013,2,11
24.65,25.83,24.3,25.17,101909,2013,2,12
25.19,26.3,24.19,24.2,144964,2013,2,13
24.2,27.6,21.72,27.22,160132,2013,2,14
27.25,27.51,26.1,27.1,104017,2013,2,15
26.9,27.15,26.36,26.95,82398,2013,2,18
26.95,29.65,26.8,29.42,174574,2013,2,19
29.42,29.87,28.99,29.65,112566,2013,2,20
29.65,29.98,29.32,29.75,108040,2013,2,21
29.75,31.3,29.67,30.25,108728,2013,2,22
29.89,30.4,29.55,30.4,76738,2013,2,25
30.4,31.7,30.12,31.1,68492,2013,2,26
31.2,31.65,30.79,30.9,88555,2013,2,27
31.26,34.52,30.9,33.38,126515,2013,2,28
33.38,34.9,32.92,34.5,51080,2013,3,1
34.5,36.7,34.19,36.15,107716,2013,3,4
36.15,40.64,36.15,40.33,85415,2013,3,5
40.23,49.1,40.14,41.02,126441,2013,3,6
41.02,45.5,33.3,42,157308,2013,3,7
42,44.5,41.02,44.18,119865,2013,3,8
46,48.47,45.54,48.4,131288,2013,3,11
48.4,48.4,36.65,44.29,183405,2013,3,12
44.33,47.3,43.75,46.92,56332,2013,3,13
46.92,47.99,46.05,47.17,141819,2013,3,14
47.03,47.45,46.4,46.95,74096,2013,3,15
47.4,52.88,47.12,51.6,167883,2013,3,18
51.6,62,50,59.14,142544,2013,3,19
59.14,66,57.7,64.49,120119,2013,3,20
64.49,74.9,63.1,70.85,143797,2013,3,21
70.84,73.75,65,69.86,76150,2013,3,22
71.5,78,69.52,73.6,80820,2013,3,25
73.6,79.72,73.11,78.5,263125,2013,3,26
78.75,89.5,78.4,88.92,72172,2013,3,27
88.8,95.7,75,86.18,140215,2013,3,28
86.18,93.06,83.01,90.5,83140,2013,3,29
93.03,106,92.24,104,156705,2013,4,1
104,118.36,99,117.98,2324939,2013,4,2
118,147,110,135,5334934,2013,4,3
135,142.12,116.39,132.12,4633821,2013,4,4
132.8,144.94,130.24,142.32,5875719,2013,4,5
162.3,194.9,162.3,187.5,3938818,2013,4,8
186.5,240.11,186.5,230,3860318,2013,4,9
230,266,105,165,6003290,2013,4,10
165,188.7,110.2,124.9,1564391,2013,4,11
124.9,140,54.25,117,2885211,2013,4,12
90,102,71.51,82.39,3168140,2013,4,15
82.39,84.5,50.01,68.36,702016,2013,4,16
68.36,98.78,63.3,93.07,1166093,2013,4,17
93.07,113,86,109.01,3212895,2013,4,18
109.01,136.43,105.54,118.48,1889101,2013,4,19
118.5,127.4,118.5,127.4,8580631,2013,4,22
127.4,144.02,124.97,143.48,3967873,2013,4,23
143.48,166.44,140.97,154.21,1533532,2013,4,24
154.2,162,120.09,141.71,5783103,2013,4,25
141.71,144.99,121.45,136.9,6827886,2013,4,26
134.4,149.08,133,144,10024115,2013,4,29
143.8,146.93,134,139.23,10245122,2013,4,30
139,140.06,104,116.38,3909129,2013,5,1
116.38,126.9,91.11,106.25,4022681,2013,5,2
106.25,109,79,98.1,2334699,2013,5,3
115.94,124.9,106.01,112.25,6970665,2013,5,6
112.25,114.01,97.52,109.6,4993329,2013,5,7
109.6,116.78,109.5,113.2,11035297,2013,5,8
113.2,113.72,108.8,112.8,8354162,2013,5,9
112.8,122.5,111.54,117.7,5503892,2013,5,10
114.82,118.88,114.5,117.98,9443054,2013,5,13
117.98,119.8,109.42,111.4,4905161,2013,5,14
111.3,116.44,103.02,114.22,6689685,2013,5,15
114.22,118.97,112.1,118.21,5576364,2013,5,16
118.21,125.56,116.57,123.5,4223898,2013,5,17
113.47,123.69,113.47,122.02,10798095,2013,5,20
122,123.08,121.1,122.89,20428343,2013,5,21
122.89,123.49,121.33,121.93,4237552,2013,5,22
121.93,126.85,121.7,125.13,4095,2013,5,23
125.2,133.89,125.2,130.5,4345,2013,5,24
135.19,135.49,124,128.14,7476,2013,5,27
128.14,130.64,125.6,129,4334,2013,5,28
129,132,127.6,131.89,5409,2013,5,29
131.89,132.67,127,127.5,4845,2013,5,30
127.81,130.54,126.4,127,4007,2013,5,31
119.02,122.47,115.97,120.26,5058,2013,6,3
120.26,123.84,118.79,121.01,4461,2013,6,4
121,123.4,119.55,120.47,5031,2013,6,5
120.51,123.09,119.21,119.51,5366,2013,6,6
119.51,120.5,106.25,111.62,6532,2013,6,7
100.52,110.1,98,105.8,5970,2013,6,10
105.18,109.32,104.44,107.83,4718,2013,6,11
107.83,111.74,106.7,107.89,5665,2013,6,12
107.99,110.16,107.74,107.88,4550,2013,6,13
107.89,108.1,97.71,99.55,5338,2013,6,14
99.7,102.32,98.9,101.15,2372,2013,6,17
101.17,112.78,100.24,105,3022,2013,6,18
105.33,110.6,104.53,106.9,3392,2013,6,19
106.9,114,106.61,112.3,3004,2013,6,20
112.3,115,107.57,109.27,3731,2013,6,21
106.8,108.25,100.8,102.92,2691,2013,6,24
102.92,107.14,100.95,101.86,2700,2013,6,25
101.86,105.47,101.5,104.3,2492,2013,6,26
104.3,104.76,102,102.59,2029,2013,6,27
102.59,102.88,92.25,95.29,2577,2013,6,28
96.72,97.68,88.95,89.13,2213,2013,7,1
89.13,92.3,86.2,89.56,2339,2013,7,2
89.56,91.15,81.88,82.15,2351,2013,7,3
82.15,83.66,72.15,81.57,3557,2013,7,4
81.58,81.58,65.51,70.64,3394,2013,7,5
71.65,79.99,70.74,77.06,3376,2013,7,8
77.08,78.29,72.55,76.78,3691,2013,7,9
76.78,84.36,75.65,84.24,3337,2013,7,10
84.24,102.1,82.83,87.56,3779,2013,7,11
87.8,98,86.55,97.5,1282,2013,7,12
94.34,101.94,93.11,98.89,8933154,2013,7,15
98.89,100.73,96,97.1,15306864,2013,7,16
96.97,100,96.18,98.5,5678723,2013,7,17
98.5,98.8,86.2,90.07,3535604,2013,7,18
90.08,95.2,87.6,92,5019207,2013,7,19
91.98,92,89.8,91.6,2077943,2013,7,22
91.6,97.13,91.6,95.56,4205817,2013,7,23
95.61,95.99,92.3,95.09,6184225,2013,7,24
95.09,97.48,93.57,96.95,5368927,2013,7,25
97,97.48,96,96.02,2618748,2013,7,26
98.78,102.85,98.45,101.48,3143235,2013,7,29
101.21,107.99,100.47,107.96,5372730,2013,7,30
107.26,111.65,103.55,106.21,6626179,2013,7,31
106.23,108,103,104,7944516,2013,8,1
104.62,108,101.21,104.5,5633750,2013,8,2
105.12,107.77,105,106.72,11539385,2013,8,5
106.22,107.5,95.47,106.56,3540013,2013,8,6
106.56,106.96,96.12,105.99,3791499,2013,8,7
105.99,106.65,95.26,103.05,3154605,2013,8,8
103.07,105.79,94.5,102.8,4937921,2013,8,9
105,108.12,103.5,106.81,5440503,2013,8,12
106.99,108.85,93.97,94.5,10508407,2013,8,13
94.5,98.16,94.22,98,14985,2013,8,14
98,98.1,96,96.4,13602,2013,8,15
96.4,96.87,95.16,96.25,9988,2013,8,16
97,100.62,96.72,98.8,2198,2013,8,19
98.81,100.34,97.71,100.34,4858,2013,8,20
100.33,108.99,100.25,107.47,10286,2013,8,21
107.47,108.97,106,107.46,7808,2013,8,22
107.46,107.8,102.12,105.1,6311,2013,8,23
109.65,110.2,106.2,107.52,3481,2013,8,26
107.6,116.5,107.05,115.4,5481,2013,8,27
115.4,116.25,114.01,115.84,3606,2013,8,28
115.78,116.29,114.8,115.52,2871,2013,8,29
115.51,121.94,115.51,120.58,3289,2013,8,30
125.5,126.56,123.05,125.42,3526,2013,9,2
125.43,125.96,123.5,124.95,2341,2013,9,3
124.96,125,114.01,119,5063,2013,9,4
118.49,119.49,111.61,117.2,7939,2013,9,5
117.2,119.29,113.41,114.4,4152,2013,9,6
114.53,121.88,114.5,119.54,3779,2013,9,9
119.99,121.9,118.26,119.59,3807,2013,9,10
119.5,123.75,117,122,3203,2013,9,11
122,124.9,121.78,123.72,3220,2013,9,12
123.72,125,122,124.34,2945,2013,9,13
123.1,124.78,122.38,123.9,2536,2013,9,16
123.9,125,123.6,124.6,2163,2013,9,17
124.5,126,124.35,125.6,1616,2013,9,18
125.6,125.64,120.2,122.63,3246,2013,9,19
122.63,123.99,119.5,121.51,7863,2013,9,20
121.02,122.19,120.52,120.52,2873,2013,9,23
120.53,121.45,119.6,121.02,1340,2013,9,24
121.45,123.67,120.91,122.57,2069,2013,9,25
122.57,123.13,121.35,122.56,1722,2013,9,26
122.56,123.49,121.71,122.6,2278,2013,9,27
123.5,123.99,121.58,123.5,2262,2013,9,30
123.25,124.5,122.69,123.81,2060,2013,10,1
123.95,124.66,75.2,107,4271,2013,10,2
107,116.48,94.08,115.9,5559,2013,10,3
115.8,120.8,114.41,118.88,3010,2013,10,4
119,122.69,119,121.93,2920,2013,10,7
121.8,122.64,121.1,121.8,3376,2013,10,8
121.8,124,121.41,123.2,3428,2013,10,9
123.2,124.93,123,123.34,5443,2013,10,10
123.34,124.92,123.16,123.73,4655,2013,10,11
127.03,133.85,127.03,129.76,6332,2013,10,14
129.75,137.66,129.75,135.93,4932,2013,10,15
135.93,144.65,131.37,134.2,7185,2013,10,16
134.2,140.99,133.13,140.89,5784,2013,10,17
140.91,147.5,140.11,147.18,6878,2013,10,18
158.5,172,158.46,170.25,6043,2013,10,21
170.25,187,169.4,180.9,9100,2013,10,22
180.9,198.5,180.1,195.24,8757,2013,10,23
195.2,203.98,152.4,180.42,13665,2013,10,24
180.42,185.2,156,171.45,16435,2013,10,25
184,192.43,181.2,188.39,6368,2013,10,28
188.35,197,185,195.66,5455,2013,10,29
195.66,198.49,191.01,193.99,7677,2013,10,30
193.9,198,191.17,196.8,6321,2013,10,31
196.51,198.6,195.55,198,3956,2013,11,1
207.41,219.98,205.87,218.1,6710,2013,11,4
218.45,244.85,216,237.9,9929,2013,11,5
237.9,253.78,233.1,252.52,10764,2013,11,6
253.03,292,249.11,281.95,12159,2013,11,7
281.95,314.9,280,309.75,9710,2013,11,8
297.65,329.7,290,323.55,12139,2013,11,11
323.55,345.5,319.35,332.51,9294,2013,11,12
332.51,400,332.51,392,12321,2013,11,13
392,410.8,376,403,13396,2013,11,14
403.03,425.4,394.08,394.08,9051,2013,11,15
478.37,619.99,460,614,17896,2013,11,18
610,820,376.7,568,22993,2013,11,19
568.1,568.1,387.93,500.69,24059,2013,11,20
500.69,642.01,495,641.3,16826,2013,11,21
637.02,699.99,615.04,696.76,14502,2013,11,22
708.2,737.88,690.25,705.59,10970,2013,11,25
705,876,705,860,10653,2013,11,26
860.49,950,843,935,14147,2013,11,27
931,999.99,850,950.01,14929,2013,11,28
945.99,1031,927,1016.1,17109,2013,11,29
848.16,987.49,819.19,945.57,18764,2013,12,2
954.15,1018,928.1,995.01,11640,2013,12,3
995,1077.23,990.3,1074,10233,2013,12,4
1074,1077.23,847.99,1000.11,17702,2013,12,5
1000.12,1006,825,904,14838,2013,12,6
759,899,757.85,868,15500,2013,12,9
868,966.6,863.03,958,11962,2013,12,10
958,970.9,804.98,860.01,15629,2013,12,11
860.01,889.16,825,850.19,9666,2013,12,12
850.19,907,835,857.46,10304,2013,12,13
855,870,634,710.75,15985,2013,12,16
715,748.5,610,663.54,19338,2013,12,17
663.2,666,420,526.8,27580,2013,12,18
516.9,674.72,483.78,662.2,30444,2013,12,19
660.1,709.89,591,625,24378,2013,12,20
614,642.9,592,638,14423,2013,12,23
638,668,629,649.85,11427,2013,12,24
646.88,672.98,640,662.1,10158,2013,12,25
663,757,662,742.66,15848,2013,12,26
743,761,681,695.15,15769,2013,12,27
725.65,737,716.65,731,8791,2013,12,30
730.19,734.4,711,726.38,7732,2013,12,31
726.38,748.5,726.33,741.32,8073,2014,1,1
741,799.89,740.17,792.53,10770,2014,1,2
792.53,818.47,765,785,14537,2014,1,3
905.34,990,888,935.21,17902,2014,1,6
935.21,944,780,797.3,17935,2014,1,7
797.3,850,720.1,814.21,19019,2014,1,8
813,843.89,778,833.89,13813,2014,1,9
833,837,794.23,836.59,10716,2014,1,10
850,850,791.51,819,15089,2014,1,13
818.81,840,805.88,823.63,11250,2014,1,14
823.63,848.61,813,840,13249,2014,1,15
839,845.17,818,826.81,10964,2014,1,16
824.99,826.79,782.98,784,13272,2014,1,17
827.88,841.5,815.03,831.73,10118,2014,1,20
831.73,837,819.94,829.98,9742,2014,1,21
829.98,834.92,815.01,822.1,9636,2014,1,22
822.11,828.89,801,812.5,9227,2014,1,23
812.5,815.5,753.1,776,14916,2014,1,24
822.88,829.57,750.4,763.04,13340,2014,1,27
763.03,806.29,727.11,783.05,16176,2014,1,28
783.05,797.88,771.05,787.4,10890,2014,1,29
787.4,808.41,757,793.5,12454,2014,1,30
793.5,802.1,785,793,7511,2014,1,31
796.9,808.8,783.04,800,4474,2014,2,3
800,809.8,793.18,802.01,4124,2014,2,4
802.2,804.54,786.85,795.5,7743,2014,2,5
795.5,799.98,760.51,761.28,10116,2014,2,6
762,766.68,676.1,725.07,15980,2014,2,7
705.95,719.8,300,661.01,14440,2014,2,10
661.01,709.99,622.2,634.87,12606,2014,2,11
635.32,673,632.98,650,8282,2014,2,12
650,654,581.97,588.9,8723,2014,2,13
588.8,688.89,514.38,631.06,20766,2014,2,14
572.57,645.41,565,612.1,13515,2014,2,17
612.53,633.9,603.02,608.25,8304,2014,2,18
608.25,617.89,604.57,614,5482,2014,2,19
614,616.25,554.46,554.46,12830,2014,2,20
554.34,575.89,514.15,545.66,16213,2014,2,21
604.64,609.73,551.9,552.1,15396,2014,2,24
552.1,563,430.12,517.21,24530,2014,2,25
517,590.99,517,556,19372,2014,2,26
555.51,578.49,540,567.02,11030,2014,2,27
567.02,572,533,546,10945,2014,2,28
550.54,687,546.02,641.43,15331,2014,3,3
641.43,698.01,637,650,16562,2014,3,4
650,668.1,633.92,647.87,11047,2014,3,5
648,658,634.03,644,7115,2014,3,6
644,648,604.09,620,10687,2014,3,7
628.97,641.48,609.95,613.6,6351,2014,3,10
613.59,628.51,611.4,620.8,5202,2014,3,11
620.81,637,620.8,627.6,6177,2014,3,12
627.6,635,622.1,629.99,6718,2014,3,13
629.99,630,620.46,625,4961,2014,3,14
622,627.71,608,615.21,10479,2014,3,17
615.22,619,598,616.1,13759,2014,3,18
616.1,624.84,607,608.27,15539,2014,3,19
607.62,612.38,582.08,590.43,15456,2014,3,20
590.5,605.84,561.09,580,12975,2014,3,21
566.6,581.3,555.23,581.3,13109,2014,3,24
581.3,590.13,569.11,580.12,11033,2014,3,25
580.12,588.9,571.11,583.76,6156,2014,3,26
582.77,584.02,509.9,516,17168,2014,3,27
516.98,529.37,472,492.52,15869,2014,3,28
456.31,487.5,446.2,455.26,14592,2014,3,31
455.26,500,454.5,482.07,15865,2014,4,1
481.93,498.5,422.37,432.06,21048,2014,4,2
432.07,453,410,445.1,21399,2014,4,3
445.1,456.81,423.19,445.53,13563,2014,4,4
458.97,464,438.13,442.03,13661,2014,4,7
442.03,454.7,441.25,443.19,10483,2014,4,8
443.04,451,435.5,437.93,9078,2014,4,9
437.98,439.7,375,377.99,18808,2014,4,10
377.5,435,342.8,417.55,25960,2014,4,11
400.83,468,396.57,455,15070,2014,4,14
455,540.81,447,500.6,17163,2014,4,15
500.6,544.99,485.32,508.3,16743,2014,4,16
508,535,466.56,486,14339,2014,4,17
486,496.63,456.8,471,9947,2014,4,18
485.31,503.99,478,482.5,7265,2014,4,21
482.4,490,469.51,480.65,6408,2014,4,22
481,482.09,471.86,480,6122,2014,4,23
480,485.68,470.54,483.33,6005,2014,4,24
483.34,495.77,432.2,452.29,14566,2014,4,25
432.12,437.49,412.94,432.01,10299,2014,4,28
432.86,442.69,424.44,433.12,10210,2014,4,29
433.12,443,427.96,439.92,11910,2014,4,30
438.31,453.56,436.45,444.75,11257,2014,5,1
444.75,449.25,429.28,435.32,9430,2014,5,2
426.28,431.46,421.77,424.3,7166,2014,5,5
424.31,428,411.4,419.83,9574,2014,5,6
419.83,437,416.5,432.23,7311,2014,5,7
432.22,436,426.89,428,6997,2014,5,8
428,444,426.61,438.11,5920,2014,5,9
430,437.03,428.01,432.7,5799,2014,5,12
432.7,438,430.8,432.83,5119,2014,5,13
432.83,439.1,432.4,438,3666,2014,5,14
438,441.9,433.6,438.21,4401,2014,5,15
438.21,441,435.49,440.85,5313,2014,5,16
439.8,441.8,435.29,439.02,3921,2014,5,19
439.04,486.37,436.5,474.4,10188,2014,5,20
474.39,487.99,471,478.27,6412,2014,5,21
478.28,515.07,476.99,514,8370,2014,5,22
514,539.6,508.11,517.52,12116,2014,5,23
565.23,591,558,574.9,9388,2014,5,26
573.5,586,541.1,563.16,11743,2014,5,27
563.15,569.21,549,554.5,7614,2014,5,28
554.5,564.88,543.1,555,6182,2014,5,29
555,607.03,552.87,602,10018,2014,5,30
640.98,651.5,602,638.11,13221,2014,6,2
638.11,667,635.38,657.36,12525,2014,6,3
657.36,659.69,605,636.8,11269,2014,6,4
636.8,656.27,625.1,645.57,8200,2014,6,5
647.18,650,635.33,637.01,6130,2014,6,6
643,648.1,631.6,635.62,6063,2014,6,9
635.62,648,633,642.3,4653,2014,6,10
642.3,648.89,627.99,632.4,6270,2014,6,11
633,633,586.68,591,8456,2014,6,12
588.98,611.5,560,588.88,13863,2014,6,13
572,603,568.93,587,10180,2014,6,16
587.15,604.1,583.42,603.8,6880,2014,6,17
603.99,609.99,594.99,596.6,6552,2014,6,18
596.12,604.49,589.91,595,5526,2014,6,19
593.7,596,578.97,584.04,6395,2014,6,20
591.33,596,578,582.6,5387,2014,6,23
582.6,585.84,576.35,582.1,3858,2014,6,24
581.81,582.59,556,564,8387,2014,6,25
564,569.4,555.99,566.97,5310,2014,6,26
566.97,588.99,566,581.42,6466,2014,6,27
590.04,646.89,588.18,642,10537,2014,6,30
640.71,654.1,629.32,635.7,9443,2014,7,1
635.7,647.8,625,638.57,11006,2014,7,2
638.57,643.71,629,632.99,7011,2014,7,3
632.99,639.6,622.46,626.5,6380,2014,7,4
631.16,633,610.01,617.71,8423,2014,7,7
617.74,621,611.62,618.5,5976,2014,7,8
618.51,619.7,611.79,616.32,5098,2014,7,9
616.37,618.9,603.7,610.62,6213,2014,7,10
610.63,625,606.69,623,4230,2014,7,11
621.08,623.47,611,617.9,4592,2014,7,14
617.9,619.13,614.93,615.6,3778,2014,7,15
616.5,618.08,609.79,613,3911,2014,7,16
614.3,623,606.1,615.01,5020,2014,7,17
615,620.5,611.19,618.23,3094,2014,7,18
612.52,616.15,611.45,614.61,3681,2014,7,21
614.62,616.39,611.5,613.16,3829,2014,7,22
613.11,615.85,609.02,611,2727,2014,7,23
611.04,613.33,578.59,586.1,6163,2014,7,24
591.45,602.22,585,594.89,6796,2014,7,25
585.76,586.5,562.99,581.97,7782,2014,7,28
581.66,583,572.5,577.7,5869,2014,7,29
577.7,579.88,555.16,558.99,6419,2014,7,30
559.17,584.79,555,577.58,8872,2014,7,31
577.58,598,575.22,591.1,4847,2014,8,1
580,588.5,576,581.86,4400,2014,8,4
581.86,582.99,574.76,579.01,6139,2014,8,5
578.41,584.17,572.4,576.8,4056,2014,8,6
576.5,588.98,575.15,585.97,4407,2014,8,7
585.97,594.99,583.01,589.8,4505,2014,8,8
584.01,587.71,572.1,574.02,4745,2014,8,11
572.93,580,560.94,566.63,8771,2014,8,12
566.63,570,523,535.1,12194,2014,8,13
535.1,539.63,491.31,507.5,13559,2014,8,14
507.5,517,483.49,488.88,10970,2014,8,15
480.15,497,334,430.19,18482,2014,8,18
430.2,486.01,427.14,473.97,15318,2014,8,19
473.96,518.12,455.57,500,13449,2014,8,20
500,528.92,495.15,511.81,13449,2014,8,21
511.81,520.42,491.11,512.02,10978,2014,8,22
504.28,508,492.85,501.22,7193,2014,8,25
501.21,514.36,496.31,507.95,6773,2014,8,26
507.94,517.86,505.01,509.98,7253,2014,8,27
509.97,512.22,498.06,503.63,5906,2014,8,28
503.63,507.26,495.6,504.28,5291,2014,8,29
476.88,488,469.47,480,7450,2014,9,1
478.5,481.87,465.63,475.52,7150,2014,9,2
475.52,475.99,469.41,472,4151,2014,9,3
471.42,493.62,467.9,487.81,4989,2014,9,4
487.81,489.91,477.3,480.3,5507,2014,9,5
476.01,480,460.67,470.63,8582,2014,9,8
470.19,473.51,461.36,470.09,5614,2014,9,9
470.14,483.01,459.7,474.76,5489,2014,9,10
474.76,478.7,467,469.1,5076,2014,9,11
470,473.9,464.93,469.3,4780,2014,9,12
469.62,470,464.89,466.83,5001,2014,9,15
466.83,468.91,455.11,456.13,7549,2014,9,16
455.81,459.06,434.17,437.12,8850,2014,9,17
437.47,449,391.11,399,14854,2014,9,18
399,426.05,371.12,385.62,15361,2014,9,19
380.69,398.99,377.39,388.24,7714,2014,9,22
387.29,446.04,381,436.6,11355,2014,9,23
437.5,439.17,410,415.93,9304,2014,9,24
415.93,416.54,396.22,400,8230,2014,9,25
400,412.16,388.64,395.34,6526,2014,9,26
374.04,385.43,361.12,371.86,10301,2014,9,29
371.86,388.95,364.07,382,7613,2014,9,30
381.9,385,372.1,373.63,6021,2014,10,1
373.34,378.64,363.82,367.31,4776,2014,10,2
367.39,369.04,342,343.22,6978,2014,10,3
304.76,342.99,295.46,329.72,16114,2014,10,6
329.72,337.71,313.1,324.64,11539,2014,10,7
324.64,346.83,322.5,344.49,8964,2014,10,8
344.67,381.75,343.03,362.99,12678,2014,10,9
362.58,370.77,346.64,350.93,10738,2014,10,10
367.07,384.88,362.1,382.9,10666,2014,10,13
382.93,408.2,380.83,398,11425,2014,10,14
398,400.76,380.2,386.97,8035,2014,10,15
387,391.5,362.78,373.41,9054,2014,10,16
373.41,381.75,367.76,377.65,6219,2014,10,17
383.1,385.75,372.5,377.16,6334,2014,10,20
377.16,385.5,373.41,379.98,5908,2014,10,21
379.98,382.99,375,376.99,5543,2014,10,22
377,379.01,355,356.86,7533,2014,10,23
356.86,359.99,349.12,350.85,7291,2014,10,24
350.51,354.93,342.2,349.42,7216,2014,10,27
349.33,355.88,346,350.4,4900,2014,10,28
350.5,351.8,335.55,336.24,5810,2014,10,29
335.66,352,327.96,345.97,7800,2014,10,30
345.97,349.6,332,337,6312,2014,10,31
324.46,334.99,320.8,322.87,7715,2014,11,3
322.87,328.12,319.16,323.86,6242,2014,11,4
323.86,338.99,322.9,336.89,6117,2014,11,5
337.09,348.35,332.7,345.83,5968,2014,11,6
345.81,350.01,337.01,339.6,6349,2014,11,7
356.12,374.6,354.42,366.61,8396,2014,11,10
366.6,372.67,358,363,6615,2014,11,11
363,429,360.96,418.9,13538,2014,11,12
418.9,454,385.1,400.01,18243,2014,11,13
400,421,377.98,391.1,13972,2014,11,14
380.55,405.94,373.03,379.9,10657,2014,11,17
379.9,388.58,367.43,373.19,9079,2014,11,18
373.19,386.34,368,372.8,8198,2014,11,19
372.8,377.92,353.11,354.39,7405,2014,11,20
354.38,357.52,339.67,348.1,9001,2014,11,21
365.81,385.82,361.64,376.01,8753,2014,11,24
376.88,389,367.89,371,8959,2014,11,25
371,374.79,362,363.78,7047,2014,11,26
363.78,369.99,361.05,366.19,6368,2014,11,27
365.58,380.92,354,377.3,6469,2014,11,28
373.99,382.31,372,377.32,5590,2014,12,1
377.64,381.92,372.87,373.98,4894,2014,12,2
374,378.85,367.99,370.63,5896,2014,12,3
370.63,373.99,362.56,364.6,4460,2014,12,4
364.6,372.9,360.44,370.87,4728,2014,12,5
368.73,369,357.16,359,4914,2014,12,8
358.93,360,337.39,346.07,8321,2014,12,9
346.07,348,341.51,342.13,5180,2014,12,10
340.75,356,332.51,341.74,8003,2014,12,11
341.74,349.56,339.88,347.25,5379,2014,12,12
344.35,344.9,335.18,336.11,6876,2014,12,15
335.48,340,320.05,321.11,8360,2014,12,16
321.11,328.5,312.8,318.88,9207,2014,12,17
318.5,323.14,304.05,311.26,10669,2014,12,18
311.26,317.5,304.99,313.97,6440,2014,12,19
315.94,332.03,314.95,328.17,6998,2014,12,22
328.17,334.47,326.1,330,6048,2014,12,23
329.98,330.91,317.82,317.97,4772,2014,12,24
318,320.96,315.39,317.3,5185,2014,12,25
317.3,328.7,314.7,326.15,5559,2014,12,26
311.78,317,310.1,311,6442,2014,12,29
311.02,313.8,307.5,309.7,5735,2014,12,30
309.66,315,307.43,313.5,5257,2014,12,31
313.5,318.1,312.25,312.25,3438,2015,1,1
312.25,315.39,310.97,312.72,3813,2015,1,2
266.22,279.5,262,268.32,10726,2015,1,5
268.55,285.58,268.55,284.52,8361,2015,1,6
284.52,301.02,281.27,291.89,8599,2015,1,7
291.89,294.9,282.49,288,7965,2015,1,8
288,291.5,278.28,287.91,6834,2015,1,9
263.14,269.5,258.21,265.27,11322,2015,1,12
265.24,266.92,221.57,231,17508,2015,1,13
230.79,231.94,168.97,174.6,27812,2015,1,14
174.59,226.01,162.68,201.36,26788,2015,1,15
201.37,219.77,196,204.88,18810,2015,1,16
204,215.1,203.85,211.92,11632,2015,1,19
212.44,212.44,203.59,207.98,8508,2015,1,20
207.97,223.46,207.42,222.5,8564,2015,1,21
222.86,233.86,219.05,227.5,12537,2015,1,22
227.5,230.51,221.01,229.87,7668,2015,1,23
246.99,303.3,246.03,264.79,23192,2015,1,26
